"","ID","loop_concept","def","cit","actor","viewpoint","topic","outlet","other"
"123","000286@2018.nl","fil","These changes in news information flow have led scholars
and journalists to voice concern that social media is promoting filter bubbles where
people are isolated from news due to personalized filtering and echo chambers where
people are increasingly surrounded by information shared from like-minded friends
and acquaintances (Pariser, 2011; Sunstein, 2017).","Pariser(2011)",NA,"Partisan online news exposure",NA,NA,NA
"124","000421@2018.nl","fil","The filter bubble argument suggests algorithmic
filtering which personalizes content presented on social media and, through use
of search engines, could exacerbate the tendency for people to select media and content
which reinforce their existing preferences (Pariser, 2011)","Pariser 2011",NA,NA,NA,NA,NA
"125","000532@2018.nl","fil","Theoretical concepts such as Pariser’s (2011)
filter-bubble hypothesis suggest that, instead of ensuring diversity, algorithms aim
at maximizing economic gain by increasing media consumption. According to this rationale,
algorithms filter out information that is assumed to be of little interest to individual
users while presenting more content that users are more likely to consume.","Pariser (2011)",NA,NA,NA,NA,NA
"126","000610@2018.nl","fil","This warning mirrors the debates on ‘filter bubbles’ (Pari- ser, 2011), ‘echo chambers’, ‘information cocoons’ (Sunstein, 2007) and other concerns in the academic and public debates over the fragmentation of public discourse

From the liberal-individualist perspective, ‘filter bubbles’ and other mechanisms that narrow consumers’ exposure to diverse views can be regarded as a form of market failure that constricts individual autonomy and prevents people from accessing what they actu- ally want","Pariser 2011","","","","",""
"127","001326@2017.nl","fil","Beneficial information
(e.g., preventive content) might be excluded by the algorithm as it
is presumed to be of no vital interest to the user—the filter bubble
hypothesis (Pariser, 2011).","Pariser (2011)",NA,NA,NA,NA,"URLs"
"128","002059@2016.nl","fil","potentially creating “filter bubbles” (Pariser 2011) in which algorithms inadvertently amplify ideological segregation by automatically recommend- ing content an individual is likely to agree with","Pariser 2011",NA,"Political slant",NA,"Consumption channel",NA
"129","002230@2015.nl","fil"," Users will be placed in a ‘‘filter bubble’’ and they will not even know what they are missing (Pariser 2011).


This is because the filter bubble has become a term that encom- passes various criticisms. These criticisms differ because democracy is essentially a contested concept and different democracy models require different norms. As this paper will show, some will criticize the filter bubble due to its negative effect on user autonomy and choice, while others emphasize the diminishing quality of information and deliberation.

While the filter bubble has been a concern for many, there are different answers to the question as to why filter bubbles are a problem for our democracy.","Pariser (2011)","","","","",""
"130","002940@2014.nl","fil","While personalization has many benefits, there have also been concerns
raised about the potential for personalization to result in exposure to a narrower range of viewpoints, a phenomenon referred to as the ‘‘filter bubble’’ (Pariser, 2011).

Thus, although the filter bubble has been discussed mostly in the context of website personalization, the tendency of people
to read information that supports their own viewpoint, rather than diverse opinions on a topic, has
been broadly observed in a variety of decision-making contexts. We term the filter bubble created
when a person actively selects (or avoids) reading material the self-imposed filter bubble.","Pariser, 2011",NA,"democrat - republican",NA,NA,NA
"131","000234@2018.nl","oth","Finally, live blogs are notable for their intertextuality and polyvocality (Tereszkiewicz 2014)

polyvocality (the diversity of who gets to speak)","Tereszkiewicz 2014","polyvocality (the diversity of who gets to speak)",NA,NA,NA,NA
"132","002508@2015.nl","oth","We, on the other hand, claim that the distinction between pluralism and diversity is extremely relevant for both a theoretical and empirical reflection on media and democracy, as they underlie different perceptions of plurality.

This ontic/onto- logical distinction allows us to understand the contrast between ‘diversity’ and ‘plural- ism’ as the difference between two dimensions of plurality. ","","","","","",""
"133","003412@2014.nl","oth","Based on the discussion of diversity raised by McQuail (1998), this study distinguishes inter-media homogeneity from intra-media homogeneity.","McQuail 1998",NA,NA,"agendas",NA,NA
"134","004803@2009.nl","oth","Media plurality is a political goal and there is a far-reaching consensus in democracies that it should be maintained so as to guarantee a free and diverse communications landscape. There is, however, neither a consensus on what constitutes plurality (e.g.is it a plurality of owners, a plurality of channels and titles and variations within them, or a diversity in content/ideas), nor on how this goal can adequately be achieved, let alone empirically measured. Heinrich (1994: 93f.) thus even questions the extent to which plurality can be an appropriate goal of media policy. In Austria, the term ‘media plurality’ was clarified in the amendment to the 2001 Cartel Act, and is defined as a plural- ity of independent media through which coverage that considers different views is guaranteed. ","","","","","",""
"135","005836@2000.nl","oth","According to this model, a provider of nation- wide full program services or of specialized programs focusing on informa- tion should only be allowed to operate if it held less than 50% of the capital or voting rights and if it did not exercise a ""comparable controlling influence"" in any other way (element of internal plurality)  and if it distributed at most two radio and two television programs and respectively only one full program or specialized program focusing on information (element of external plurality).1","Rundfunkstaatsvertrag","","","","",""
"136","007507@2012.nl","oth","Plurality rules have long been used to ensure diverse ownership of media, with the expectation that this leads to the availability of diverse news coverage to citizens, which in turn supports democratic discourse.

At is its crudest, plurality might simply be the number of persons with control, but it is widely accepted that this is far too blunt a definition. In seeking to apply this test, Ofcom has therefore considered issues of market share, internal plurality (Content diversity within a single media group), levels of multi-sourcing, wholesale versus retail provision57 and so on. (It did not however go as far as recommended by a 2009 study published by the European Commission, which suggested a battery of 166 metrics to be used for assessing plurality). (KU Leuven et al, Independent Study on Indicators for Media Pluralism in the Member States – towards a risk- based approach, April 2009)
","KU Leuven et al, Independent Study on Indicators for Media Pluralism in the Member States – towards a risk- based approach; ","","","","",""
"137","007508@2012.nl","oth","The key point is that plurality primarily concerns the number and range of ""voices"" and not whether those voices are impartial. 

Where only some of the activities of a media group are subject to impartiality requirements, this is likely to lead to greater ""internal plurality"" within a media group (e.g. in the UK a group comprising newspaper and broadcast will be more internally plural because of the additional impartiality obligation applying to broadcast news which does not apply to newspapers). However, such ""internal plurality"", while it helps complete the picture, does not entirely replace the need for a plurality of media controllers.


This underpins the distinction, now mainstream in regulatory jargon, between ""external plurality"" (distinct voices which operate under separate control) and ""internal plurality"" (distinct voices within a media group). ","","","","","","internal and external plurality"
"138","007549@2013.nl","oth","In this article, we analyze the effects of the intensity of readers’ political preferences on media plurality. Media plurality refers to the diversity of political ideas that news firms give voice to in the news market. When the news firms only provide a very limited number of political ideas, the news market is characterized by media uniformity.

To study the links between the intensity of readers’ political preferences and media plurality, we adopt the Hotelling model (Hotelling, 1929).","Hotelling, 1929","","","","",""
"139","007889@2006.nl","oth","Their baseline prediction is the functional homogeneity of national news. Borrowing a (somewhat controversial) term from evolutionary science, let us call the phenomenon of broad homogeneity across national media with occasional important episodes of deviation from a single, standard line punctuated homo- geneity. Significant deviations are those repeated and amplified by a wide range of national media, ultimately provoking responses from government authorities who have at least the potential to influence policy decisions. When the deviations from homogeneity reach a critical mass they can encourage opposition from elites","Sparrow; Benson, Cook, and Ryfe (all in the same issue as original article)",NA,"frames",NA,NA,NA
"140","000243@2018.nl","plu","This is manifested in the diminishing of media pluralism particularly in terms of content, ownership, and access to the media.","","","","","concentration of ownership",""
"141","000291@2018.nl","plu","This paper concentrates on social pluralism in the media, which is the ability of the mass media to describe and take into account the different cat- egories of citizens in a society. Hence, the present study adopts what Valcke (2011) calls the “reflective dimension” of pluralism, which “can be conceived and interpreted in a socio- demographic sense to refer to the proportional representation of different communities in the media” (207).

degree of internal social pluralism, that is, the distribution of airtime amongst social actors within the state-controlled TV channels1 (Rai 1, Rai 2 and Rai 3) and, separately, within the three Mediaset channels controlled by Berlusconi’s family (Rete 4, Canale 5 and Italia 1). 

Secondly, we evaluated the differences in social pluralism between private and state- controlled free-to-air television channels (external pluralism).

Firstly, our concept of “social pluralism” lies between content diversity and viewpoint diversity, since we consider the distribution of the TV airtime across different social actors. "," Valcke (2011)","social pluralism",NA,NA,NA,NA
"142","000467@2018.nl","plu","Raeijmaekers and Maeseele
(2015) developed four conceptions of media pluralism. Under their critical pluralism
model, the media represent “sites of struggle” over the contestation of ideological viewpoints
(1052–1054) and function as a purveyor of a plurality of viewpoints that can represent
the public’s interest. This model can assist in explaining how news organizations
can encourage a diverse set of viewpoints and facilitate the development of new political
positions.","Raeijmaekers and Maeseele
(2015)",NA,NA,NA,NA,NA
"143","000699@2018.nl","plu","At its core, media pluralism is a normative concept, re- lated to the democratic idea of free debates, implying the ability to challenge existing power relations and to engage in a debate based on the merits of the better argument (cf. e.g., Hrvatin & Petković, 2015; Karppinen, 2013). At the same time, it is not possible to determine an ideal score of perfect pluralism. As pluralism is not a value in itself (‘the more, the merrier’), it is restricted to (what is deemed to be) legitimate ideas presented in an accepted manner with reasonable arguments.

In this context, Valcke, Picard and Sükösd (2015) dif- ferentiate between external pluralism, the plurality of media outlets and media ownership, and internal plu- ralism, the plurality of opinions in actual reporting. As the authors highlight, although the conditions of external pluralism ‘increase the possibility of achieving the objec- tives of pluralism, they do not guarantee it because they are not necessary and sufficient conditions for its exis- tence’ (Valcke et al., 2015, p. 2). Nevertheless, attempts to measure media pluralism focus on external pluralism, not only because it is easier to measure, but also because policy measures to improve—or in the case of authoritar- ian regimes, restrict—media pluralism are foremost di- rected at external pluralism (cf. e.g., Aslama et al., 2007; Picard, 2000).

In order to measure internal pluralism, this analysis refers to ‘sources’ (i.e., various political and ideological groups) as well as ‘opinions’ (i.e., various viewpoints and interests). The first aspect indicates the variety of people or institutions being quoted by journalists. The key ques- tion concerning ‘limited pluralism’ here is to what extent voices not belonging to the ruling elites are being quoted and which voices in particular. The second aspect indi- cates a variety of opinions (independently of the author). The key question concerning ‘limited pluralism’ here is to what extent diverging and conflicting opinions can be voiced in the media.","Hrvatin & Petković, 2015; Karppinen, 2013;Valcke, Picard and Sükösd (2015); Aslama et al., 2007; Picard, 2000;","sources","opinions",NA,NA,NA
"144","000926@2017.nl","plu","For example, providing these governments were willing to shoulder the cost of
licensing and analysing “raw” social media-sharing data, they could conceivably calculate
risks to pluralism in terms of:
1. Availability (or in MPM terms “supply” or “distribution”), based on which news providers
are most or least shared.
2. Consumption (or in the MPM “use”), based on where audiences are accessing news
stories, including the reach of different platforms’ offerings; their relative share of
consumption, and the extent of user multi-sourcing across platforms.
3. Impact or influence—based on its level of recirculation, social velocity, geographic
spread, presence of commendations and comments.

They suggest that future policy assessments
for digital media pluralism need to be equipped to identify:
• The range of independent media voices.
• The reach and share of those voices across demographics.
• The absence of voices in key markets.
• Consumers’ active use from a range of independent news providers.
• Any one news source having too high a share of consumption.
• Conditions of relatively free entry into media markets.","Ofcom (2015)","","","","news providers",""
"145","001052@2017.nl","plu","Arguments for and the conception of pluralism have changed during the
laborious process. The clearer view of what media pluralism involves
and the creation of a measurement for evaluating its conditions clearly
advance consideration of pluralism policymaking. The initiatives make
clear that the core concern of media pluralism is that media content
should represent the range of concerns and ideas found across society,
not merely those of media owners or dominant elements in society
created by class, race, culture, or geography

In terms of policy trajectory, the European concept of pluralism
has changed from a narrow focus on the political perspectives represented
in media and their owners to a wider concept of ensuring media
inclusiveness of all members of society by ensuring that their issues,
views and perspectives are represented

The expansion of the pluralism concept may better represent concerns
in society, but it makes achieving its objectives much more difficult
and elusive because of the difficulties of fashioning them into
effective policy.",NA,NA,"political perspectives represented in the media",NA,"ownership",NA
"146","001072@2017.nl","plu","Since the use of objectivity as an analytical
ideal only allows for journalism – and its evaluation – within the limits of social
consensus (pluralism ‘within the box’), it is argued how alternative analytical concepts
need to allow for the evaluation of journalism about and beyond the limits of social consensus
(pluralism ‘outside the box’)

To illustrate the difference between both approaches to pluralism and to
provide a clear-cut example of the latter, the popular analytical concept of partisan media
bias is juxtaposed to the alternative framework of de/politicization.

In other words,
since the analytical concept of partisan media bias excludes those matters where there is
ideological convergence between both parties (say, global neoliberal capitalism and
American imperialism), it only allows for evaluating pluralism ‘within the box’, that is,
within the limits of existing social consensus.

In
that sense, we are urgently in need of news analysis about and beyond the limits of objectivity
and social consensus, that is, for pluralism ‘outside the box’.","","","ideology (difference of within and outside the box)","","",""
"147","002045@2016.nl","plu","Media pluralism can thus be measured using different methods depending on the focus and objectives of the task. Measuring media pluralism therefore requires the selection of those indicators that are more appropriate to the key focus of the study. The difficulty in measuring media pluralism is perhaps demonstrated by the failure by the European Union (EU) to adopt a harmonised approach to the matter, opting instead for the subsidiarity principle which gives member states ultimate discretion in choosing an appropriate regulatory model. Although the EU has taken a cautious position against a harmonised approach to measuring media pluralism in its member states, it nevertheless recognises the need to closely monitor media pluralism in the light of its critical role in a democracy. Consequently, the EU has proposed an evidence-based regulatory approach which shifts attention from regulating to monitoring media pluralism.

In proposing a risk-based regulatory approach, the EU has come up with a Media Pluralism Monitor (MPM). This instrument is designed to detect risks to media pluralism and shows underlying causes in order to help policy makers to take informed decisions when setting priorities and shaping policies","Centre for Media Pluralism and Media Freedom, European Union Competencies in Respect of Media Pluralism and Media Freedom (CMPF, 2013) 29.

K Lefever, E Wauters, and P Valcke, Media Pluralism in the EU – Comparative analysis of measurements systems in Europe and US (Steunpunt Media, 2013) 12.

K Lefever, E Lievens, and P Valcke, ‘Risk-Based Regulation in the Media Sector: To Measure Is To Know’ (2012) 41 JAIIO – SID 1 at 3.","","Political pluralism","Pluralism of media types and genres","Pluralism of media ownership ","geographical pluralism"
"148","002508@2015.nl","plu","which allows us to systematically differentiate between whether social heterogeneity is addressed on an empirical (i.e. diversity) or ideological level (i.e. pluralism).

We, on the other hand, claim that the distinction between pluralism and diversity is extremely relevant for both a theoretical and empirical reflection on media and democracy, as they underlie different perceptions of plurality.

Media pluralism interpreted as ‘affirmative pluralism’ is represented by the metaphor of media as ‘public forums’ and draws on the deliberative school of democratic theory. Conceptually, it addresses the notion of ‘pluralism’

Research starting from the affirmative pluralism-approach focuses both on the diver- sity of identities and concerns – mostly addressed as ‘inclusivity’ – and on the ways dif- ferent identities and concerns are discursively portrayed. In that sense, concerns about quantity and ratio are complemented with concerns about quality.

the criti- cal pluralism-approach is represented by the metaphor of media as ‘sites of struggle’ or ‘fields of contestation’. Conceptually, the metaphor relates to the notion of ‘pluralism’: It is concerned with the discursive contestation of ideological viewpoints.

Similar to the affirmative pluralism-approach, the critical pluralism-approach not only looks at the diversity of identities and concerns, but also at their discursive por- trayal, and is therefore also concerned with the quality of the debate.","","","","","",""
"149","002524@2015.nl","plu","While the terms pluralism and diversity are frequently used interchangeably—as in this article—the difficulty of distinguishing one from the other also hints at the complexity of the underlying phenomena: media diversity and pluralism can both describe objects as varied as media outlets or platforms, ownership, sources, content, ideas, or forms (Freedman, 2005).

The term pluralism is commonly used when describing various media outlets or diverse ownership structures (van Cuilenburg, 1998).","Freedman, 2005;van Cuilenburg, 1998","","","","",""
"150","002526@2015.nl","plu","Notions of diversity and pluralism are used throughout the literature differently and are both notoriously difficult to define (Karppinen, 2012). This article adopts the more pragmatic definition by McGonagle (2011), according to which pluralism refers to issues of media ownership and the choice of the public between different providers of services, whereas diversity refers to the range of programs and services available. This article will focus predominantly on matters of diversity.","Karppinen, 2012;McGonagle (2011)","","","","",""
"151","002528@2015.nl","plu","Media pluralism is seen by Doyle (2014) as an integral part of free speech rights and includes both diversity of ownership and output. But the extent to which media conglom- erates affect content diversity is theoretically debatable and empirically poorly researched. In addition, diversity of suppliers is one factor that impacts pluralism, but jointly with others as size and wealth of the market, consolidation of resources and diversity of out- put. Consequently, this article looks at media concentration as a key factor, but not the only one, which drives media pluralism.","Doyle (2014)",NA,NA,NA,NA,NA
"152","002533@2015.nl","plu","Media pluralism policy is justified on two main grounds: the provision of a wide range of sources that can be used for democratic discussion and the ability of different groups in a democratic society to express their cultural and values differences in media content.

Political pluralism, which is about the need, in the interests of democracy, for a wide range of political opinions and viewpoints to be represented in the media. Democracy would be threatened if any single voice within the media, with the power to propagate a single political viewpoint, were to become too dominant. Cultural pluralism, which is about the need for a variety of cultures, as reflects the diversity within society, to find expression in the media. (Council of Europe, 1999, para. 4)

In media policy, the idea of pluralism is often used interchangeably with notions such as “diversity,” “plurality of information” and “multiplicity of voices.”

Typically, diversity of source implies that content will be provided by a number of separate organizations—that is, external pluralism, also described as “structural pluralism” (Council of Europe, 1999, para. 3)

What is notable about these varying responses to the fact of pluralism is this: They all suppose that the foundations for a stable political order depend on the different parties engaging with each other, whether to agree common ground, or—in the spirit of Locke’s arguments for toleration—to trade their values or interests for the sake of reaching a practical accommodation.

By contrast to such active conceptions of pluralism, as suggested, the response adopted in media policy is essentially nominal and passive, being content to make provision for the mere presence of differing perspectives in the public domain

Such “active pluralism” would require the deployment of measures that encourage conversation, dialogue, and understanding engagement between different strands of opinion and identity.

This means that the focus of measures for active pluralism would also tend to be on internal pluralism—that is, the variety of material offered by a single media organization, since it is within such an organization that the relationship between different kinds of content can be managed","Council of Europe, 1999","","political pluralism","","",""
"153","002619@2015.nl","plu","Accounts that rely upon the elision of pluralism – both in terms of access and in terms of multiplicity of content and content creation – and communicative freedom as demo- cratic enrichment depend on an implicit assumption about the consequential relations between pluralism, networked communication, participation and politics. 

Therefore, if this space is expanded, regardless of whether or not this results in greater concentration of media ownership, or further com- modification of user-data online, competition between actors will be increased and power dispersed, generating ‘media counter-power’ (Castells, 2009). This understanding of pluralism may not herald market forces as a guarantor of freedom, but it nonetheless claims that the internet, regardless of its ever-increasing capture by free market media, will empower sovereign audiences through the creative autonomy bestowed upon them.

Yet the ten- dency to elide pluralism with communicative freedom, and to posit the linear correlation of access–communicative freedom/pluralism–political participation, relegates the influ- ence of ‘power over’ in an over-enthusiastic embrace of the ‘power to’. ","","","","","",""
"154","003082@2014.nl","plu","In other words, rather than
analyze internal pluralism (i.e., the diversity of form or content in a single news item
or news outlet), our focus is on external pluralism (i.e., the diversity offered up by a
larger collection of media outlets and the differentiation among those outlets; see
Hallin and Mancini 2004: 29).","Hallin and Mancini 2004",NA,"genre","topic",NA,"authors"
"155","004028@2011.nl","plu","As noted earlier, pluralistic media messages offer a range of confrontational views on issues in cover- age, thus making it possible for the audience to be aware of the presence of controversy and rationales for alternative viewpoints; in contrast, monopolistic media messages emphasize orthodoxy of thoughts and therefore favor the closure of the universe of discourse",NA,NA,"pluralistic media messages",NA,NA,NA
"156","004147@2011.nl","plu","First, I argue that the normative value currently attached to pluralism is not the result of constitutional or legal necessity, but rather of political decisions subsequently incorporated in the jurisprudence of the Constitutional Court. Second, I argue that, even if pluralism did have its current normative value thanks to legal or constitutional decisions, other alternative values which have also been used to regulate journalism and public service broadcasting were given equal or greater emphasis by these same decisions. Third, I argue that whilst there is widespread agreement amongst politicians that pluralism is valuable, there is great conceptual confusion about the requirements of the term. In particular, at least three conceptions of pluralism recur in debates about Rai. These conceptions – which I call structural pluralism, summative pluralism and pluralism ‘lottizzato’ – concern different aspects of the public broadcaster","","","","","","structural, summative and lottizzato (personal)"
"157","004238@2010.nl","plu"," Indeed, the degree of diver- sity of points of view that are expressed in the media is a major indicator of pluralism.

The two main criteria we used in order to measure the pluralism of information in our data are those of variety and balance. Variety in this case depends on the number of topics that we isolated in our sample of headlines. Balance depends on the number of headlines per topic.",NA,NA,NA,NA,NA,"Lexical diversity"
"158","004492@2010.nl","plu","Excessive media concentration can endanger media pluralism (the presence of a number of different and independent voices) 

the Independent Study on Indicators for Media Pluralism in the Member States – Towards a Risk-Based Approach (2009)2 split the concept of pluralism into three normative dimensions – political, cultural, and demographic pluralism – as well as three operational dimensions – pluralism of media ownership/control, pluralism of media types, and genres. ","Independent Study on Indicators for Media Pluralism in the Member States – Towards a Risk-Based Approach (2009)","","","","",""
"159","005245@2007.nl","plu","See above (used interchangeably with diversity)","See above",NA,NA,NA,NA,NA
"160","005733@2002.nl","plu","My selection of the Times for study is based on the assumption that the informed publics are most likely to adopt elite cues in the news to structure their thinking about world events and, further, in􏱰uence mass opinions (Zaller, 1992). I shall use “established pluralism” to characterize its discourse about US–China rela- tions, but the generality is far broader.

This discourse ulti- mately stays within—not outside or beyond— the established parameter or the of􏱯cial circle, never taking seriously the dissenting literature that exists alongside the authorized public sphere. Media pluralism within this context means supporting the US interest yet aligning for or against the administration’s policy.

“Established pluralism” may have neutralized con􏱰icting opinions. ","","","","","",""
"161","005951@2013.nl","plu","‘Pluralism’ and ‘diversity’ are often used interchangeably, especially in European policy debates. In this article, the terms are understood to be distinctly different. Pluralism refers to the number of media outlets, while diversity refers to the type of voices available in these media outlets, and whether the voices of particularly vulnerable social groups (e.g., women, children, the elderly) are represented in media content. While the extent of the former can be assessed through quantitative indicators, it is difficult to assess the latter without a more qualitative approach.","","","","","number of media outlets",""
"162","005974@2013.nl","plu","Hallin and Mancini provide ample evidence of the high level of politicization in their model, and researchers of media pluralism and media ideology in Spain and other Mediterranean countries have recurrently studied this politicized scenario, providing different examples of the external pluralism mentioned above. External pluralism is a situation in which social and political diversity is not reflected across every media outlet. Under this scenario, every media outlet misses out on the representation of different cultural groups and divergent political or ideological opinions and viewpoints. Yet, diversity is supposed to be found within all outlets, due to the diversity of suppliers and/or media owners (Doyle 2002, 12). ","Hallin and Manchini, 2004",NA,NA,NA,NA,"internal, external"
"163","005975@2013.nl","plu","Pluralism guarantees that citizens have free access to information that represents all points of view and, consequently, allows them to develop an independent opinion. For this purpose, there are two types of pluralism which, a priori, guarantee the freedom of information: internal and external pluralism. External pluralism refers to the diversity of media organisations and the contents that express the different points of view of a society. This means that pluralism emerges from the variety of companies (public or private), media (printed, broadcast, digital, etc.) and contents that express different editorial lines. On the other hand, internal pluralism occurs within each media organisation, and refers to the diversity of points of view that are included in the news content of each media organisation and reflect the search for neutrality, content balance, and cultural diversity.

A conceptual contribution to the definition of both types of pluralism was made by the Council of Europe (1994) in its fourth European Ministerial Conference on mass communication policy in a democratic society: “Pluralism can be internal, across a wide range of values, opinions, news stories and interests that find a vehicle of expression in the bosom of a particular media sector, or external through some of these bodies, each of them expressing a particular point of view”.","Hallin and Manchini, 2004; Council of Europe (1994)",NA,"Perspectives",NA,NA,NA
"164","006111@2013.nl","plu",". Indeed, studies in political communication generally find diverse sets of voices represented in the news*within a single news outlet (i.e., internal pluralism) as well as across a number of outlets (i.e., external pluralism)*in democracies where the press remains free from state control (Baum and Groeling, 2008)

Specifically, diversity in the news is maintained both internally and externally. Internal pluralism is defined as pluralism achieved within each media organization, where media outlets maintain neutrality, and avoid strong institutional ties to both social and political groups. By contrast, external pluralism is defined as ‘pluralism achieved at the level of the media system as a whole, through the existence of a range of media outlets or organizations reflecting viewpoints of different groups or tendencies in society’ (Hallin and Mancini, 2004: 29).","Baum and Groeling, 2008; Hallin and Mancini, 2004","plurality of viewpoints",NA,NA,NA,NA
"165","006166@2013.nl","plu","Before addressing media pluralism in the two cases that were selected for this study, it is important to understand how the principle of pluralism is (or can be) reflected in the media networks and what issues such attempts at pluralism might engender. In the media studies literature, the concept of pluralism has primarily been used in a dichotomous sense. Although the concept of media pluralism can be treated on various levels and is also interpreted through many dichotomies or alternatives, the fundamental distinction on which all others are based is between external and internal pluralism. According to Gibbons (1998: 31), external pluralism refers to the ‘diversity of media sources’, whereas for Hallin and Mancini (2004: 29), external pluralism is the kind ‘achieved at the level of the media systems as a whole, through the existence of a range of media out- lets or organizations reflecting the points of view of different groups and tendencies in society’. Klimkiewicz, however, claims that Hallin and Mancini’s definition of external pluralism might better suit the concept of structural media pluralism, given that ‘[t]he external/internal dichotomy has been drawn from the perspective of a single media orga- nization, not the media system as a whole’ (Klimkiewicz, 2010: 907).
Internal pluralism pertains to the level of the ‘diversity of media contents available to the public’ (Klimikiewicz, 2009: 46) or to the ‘pluralism achieved within each individual media outlet or organization’ (Hallin and Mancini, 2004: 29). There is greater consensus regarding the level at which internal pluralism occurs. 

in Doyle’s view, internal pluralism pertains to the diversity of the output (referring to the media content), whereas external pluralism refers to the diversification of media ownership (Doyle, 2002).","Gibbons (1998; Hallin and Mancini (2004;(Klimkiewicz, 2010);Doyle, 2002",NA,NA,NA,NA,NA
"166","006563@2016.nl","plu","Following Dahl’s classic definition of democracy (DAHL, 1971), I address two critical roles of the media: pluralism and access to diverse and independent sources of information. More than the simple expression of social diversity, pluralism empowers citizens to participate effectively in politics. Pluralism is directly linked with diversity of opinion and other dimensions of democracy, since freedom of expression gives it a concrete, demonstrable existence","DAHL, 1971",NA,NA,NA,NA,NA
"167","006793@2017.nl","plu","This generates a form of internal pluralism: That is, a variety of views are represented within each broadcasting outlet. In contrast, newsprint industries are not subject to such a requirement and outlets have more typically become identified with a particular view with the result that pluralism is external to the outlet and arises from the variety of views across all outlets in the market. ",NA,NA,NA,NA,"market concentration",NA
"168","006886@2017.nl","plu","Media pluralism refers to the diversity of opinions that each media actor publishes, i.e. internal plurality (see Battaggion and Vaglio 2012). A related concept is media plurality, which is associated with the diversity of media actors in the media market, i.e. external plurality. In this paper, we focus more on media pluralism. Both media plurality and media pluralism are thought to be essential for democracy, since the media industry has an important weight in the political process, due to the considerable influence it can have on the public opinion.

In order to analyze the relationship between market structure and media pluralism, we adopt the standard model of media pluralism, the Hotelling model (see Gabszewicz et al. 2001).

Following Garcia Pires (2013, 2014), we then denote by ki the media pluralism scope of media firm i, which equals the length of the Hotelling line covered, i.e. 0􏰑ki 􏰑1,withi 1⁄4 L;Runderduopoly(and0􏰑k􏰑1undermonopoly).PointkL isthe end point of the media pluralism scope of media firm L.

In this paper, we are interested in media firms’ incentives to provide media pluralism, i.e. to follow a multi-ideology strategy. When deciding on media pluralism, media firms face a trade-off between the costs and the benefits of adapting news to readers’ political preferences.","Battaggion and Vaglio 2012; Gabszewicz et al. 2001","","","","",""
"169","007415@2011.nl","plu","The definition of pluralism can be found in article 29 of the 1986 Act.
Furthermore, on the basis of this Act, French legislation dealt with both external pluralism (limits on ownership, on the number of licences, on au- dience reach and on audience) and internal pluralism."," article 29 of the 1986 Act (French legislation)","","","","",""
"170","007927@2007.nl","plu","Pluralism of the media is considered by most experts to be one vital aspect of freedom of expression. Citing Doyle (2002: 11), once again, ‘pluralism is generally associated with diversity in the media; the presence of a number of different and independent voices, and of differing political opinions and representations of culture within the media’. There are two types of pluralism: external or structural pluralism and internal pluralism. External pluralism relates to the diversity of ownership within a specific market. It is achieved when there is a plurality of broadcasters and outlets in a sector. Internal pluralism refers to the diversity of output. It is achieved when extensive coverage and diversity of programming are provided by media outlets. Restrictions on media ownership are not sufficient in themselves to guarantee diversity of output reflecting different political and social views, and other policy instruments should be used to encourage greater internal pluralism (i.e. strong and independent media regulators) (Doyle 2002: 12; Venice Commission 2005: 11).","Doyle (2002)","","","","",""
"171","008152@2010.nl","plu","For its theoretical framework, this article follows Doyle’s (2002) and the Council of Europe’s (1994) definitions of pluralism, understood as the concurrence between internal and external pluralism. Internal pluralism refers to the diversity of media content offering independent voices, diverse political opinions, and different representations of citizens in the media; whereas external pluralism refers to the diversity of media owners, reflected both by the plurality of independent and autonomous media. Therefore, the idea of pluralism encompasses and requires both a diversity of media content and a diversity of media owners. However, this article will focus on external pluralism through regulation and media policy, as well as on its impact on the Spanish media system. It will study the evolution of media regulation and its impact on different media, rather than the diversity of content offered to the general public. ","Doyle (2002), Council of Europe (1994)","","","","",""
"172","008153@2010.nl","plu","The legal and institutional provisions regulating public service radio and TV aim at internal pluralism, qualitative pluralism in media content, for example; while private broadcasting regulations aim at external pluralism, such as a quantitative pluralism of media ownership.

The regulation of broadcasting in Germany features two major divides: one concerning the separate spheres of public service—internal pluralism and private broadcasting—external pluralism regulatory principles; and another divide of absolute outlet number—audience share ownership regulation in the private sector.","","","","","",""
"173","008800@2006.nl","plu","Does pluralism mean that anything goes? And what exactly are the criteria for stopping the potentially endless multiplication of valid ideas? Even the best known proponent of ‘radical pluralism’ in political philosophy, Chantal Mouffe (2000), explicitly denies the type of extreme plu- ralism that valorises all forms of difference and espouses heterogeneity without any lim- its, because for her, such pluralism crucially misses the dimension of the political. Be- cause of its refusal to acknowledge the relations of power involved in the all ‘construc- tions of differences’, such naïve pluralism is actually compatible with the liberal eva- sion of politics, converging with the typical liberal illusion of a pluralism without an- tagonism (ibid: 20).","Chantal Mouffe (2000","","","","",""
